;inproceedings_dblp100;mdate;key;author;author.1;author2;title;pages;year;booktitle;__len;crossref;url;ee;author3;author4;author5;number;author6;author7;author8
1340;1363.0;2013-06-05;journals/procedia/TilmesYH11;Curt Tilmes;Yelena Yesha;Milton Halem;Distinguishing Provenance Equivalence of Earth Science Data.;548-557;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#TilmesYH11;http://dx.doi.org/10.1016/j.procs.2011.04.057;;;;;;;3624
1343;1366.0;2013-07-10;journals/procedia/AbadCCD11;Ismael Abad;Carlos Cerrada;José Antonio Cerrada;RRTL: RFID Reader Topology Language. A language to manage RFID reader's networks.;835-840;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#AbadCCD11;http://dx.doi.org/10.1016/j.procs.2011.07.115;Vicente Dies;;;;;;3624
1344;1367.0;2013-06-05;journals/procedia/ZhuWLLS12;Xiaoqian Zhu;Fei Wang;Changzhi Liang;Quality Credit Evaluation based on TOPSIS: Evidence from Air-conditioning Market in China.;1256-1262;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#ZhuWLLS12;http://dx.doi.org/10.1016/j.procs.2012.04.137;Jianping Li;Xiaolei Sun;;;;;3625
1345;1368.0;2013-07-10;journals/procedia/HinaRSV12;Manolo Dulva Hina;Amar Ramdane-Cherif;Marietta S. Sicat;Towards Self-Optimization of a Pervasive Computing Task.;1057-1063;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#HinaRSV12;http://dx.doi.org/10.1016/j.procs.2012.06.148;Rodolfo S. Vargas;;;;;;3625
1346;1369.0;2013-11-28;journals/procedia/MivuleTJ12;Kato Mivule;Claude Turner;Soo-Yeon Ji;Towards A Differential Privacy and Utility Preserving Machine Learning Classifier.;176-181;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#MivuleTJ12;http://dx.doi.org/10.1016/j.procs.2012.09.050;;;;;;;3625
1347;1370.0;2013-06-05;journals/procedia/BrunAMC12;Carlos Brun;Tomàs Artés;Tomàs Margalef;Coupling Wind Dynamics into a DDDAS Forest Fire Propagation Prediction System.;1110-1118;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#BrunAMC12;http://dx.doi.org/10.1016/j.procs.2012.04.120;Ana Cortés;;;;;;3625
1348;1371.0;2013-06-05;journals/procedia/GolyandinaHLSSU12;Nina Golyandina;David M. Holloway;Francisco J. P. Lopes;Measuring Gene Expression Noise in Early Drosophila Embryos: Nucleus-to-nucleus Variability.;373-382;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#GolyandinaHLSSU12;http://dx.doi.org/10.1016/j.procs.2012.04.040;Alexander V. Spirov;Ekaterina N. Spirova;Konstantin Usevich;;;;3625
1349;1372.0;2013-06-17;journals/procedia/KesselT12;Ronald T. Kessel;Alessandra Tesei;;Accuracy Requirements for Physical Models in Serious Games.;322-325;2012.0;VS-GAMES;1613.0;conf/vsgames/2012;db/journals/procedia/procedia15.html#KesselT12;http://dx.doi.org/10.1016/j.procs.2012.10.095;;;;;;;3625
1350;1373.0;2013-07-10;journals/procedia/JohnsonSGA11;Gleneesha Johnson;Paulo Shakarian;Neha Gupta;Towards Shrink-Wrapped Security: Practically Incorporating Context Into Security Services.;782-787;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#JohnsonSGA11;http://dx.doi.org/10.1016/j.procs.2011.07.105;Ashok K. Agrawala;;;;;;3624
1351;1374.0;2013-06-17;journals/procedia/Schrunk12;David G. Schrunk;;;The Systems Engineering Approach to the Design of Laws.;327-332;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#Schrunk12;http://dx.doi.org/10.1016/j.procs.2012.01.068;;;;;;;3625
1352;1375.0;2013-06-05;journals/procedia/TaoBKKKVW11;Jie Tao;Arndt Bode;Christof Klausecker;Workshop on tools for program development and analysis in computational science.;2047-2048;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#TaoBKKKVW11;http://dx.doi.org/10.1016/j.procs.2011.04.223;Andreas Knüpfer;Dieter Kranzlmüller;Jens Volkert;;Roland Wismüller;;3624
1354;1377.0;2013-06-17;journals/procedia/MaddoxCF13;Ian Maddox;Paul Collopy;Phillip A. Farrington;Value-Based Assessment of DoD Acquisitions Programs.;1161-1169;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#MaddoxCF13;http://dx.doi.org/10.1016/j.procs.2013.01.122;;;;;;;3626
1355;1378.0;2013-06-05;journals/procedia/JuT12;Xuchan Ju;Yingjie Tian;;Knowledge-based Support Vector Machine Classifiers via Nearest Points.;1240-1248;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#JuT12;http://dx.doi.org/10.1016/j.procs.2012.04.135;;;;;;;3625
1356;1379.0;2013-06-05;journals/procedia/HeHWSZ11;Mingyan He;Ziping Huang;Cheng Wang;An overlapping domain decomposition method for a polymer exchange membrane fuel cell model.;1343-1352;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#HeHWSZ11;http://dx.doi.org/10.1016/j.procs.2011.04.145;Pengtao Sun;Shuang Zhai;;;;;3624
1357;1380.0;2013-06-05;journals/procedia/Nisiba11;Masahiro Nisiba;;;A new approximate CVA of interest rate swap in the SABR/LIBOR market model: an asymptotic expansion approach.;1412-1421;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#Nisiba11;http://dx.doi.org/10.1016/j.procs.2011.04.152;;;;;;;3624
1358;1381.0;2013-06-05;journals/procedia/BorgneC11;Yann-Aël Le Borgne;A. Campo;;Open Review in computer science Elsevier grand challenge on executable papers.;778-780;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#BorgneC11;http://dx.doi.org/10.1016/j.procs.2011.04.082;;;;;;;3624
1359;1382.0;2013-06-05;journals/procedia/Li-Thiao-Te12;Sébastien Li-Thiao-Té;;;Literate Program Execution for Reproducible Research and Executable Papers.;439-448;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#Li-Thiao-Te12;http://dx.doi.org/10.1016/j.procs.2012.04.047;;;;;;;3625
1360;1383.0;2013-11-28;journals/procedia/ZhangLGC12;Wenqiang Zhang;Lin Lin;Mitsuo Gen;Hybrid Sampling Strategy-based Multiobjective Evolutionary Algorithm.;96-101;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#ZhangLGC12;http://dx.doi.org/10.1016/j.procs.2012.09.037;Chen-Fu Chien;;;;;;3625
1361;1384.0;2013-07-10;journals/procedia/AlasliSS12;Mohammed Alasli;Tarek R. Sheltami;Elhadi Shakshuki;Identifying the Direction of Wind in Wireless Sensor Networks.;225-231;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#AlasliSS12;http://dx.doi.org/10.1016/j.procs.2012.06.031;;;;;;;3625
1362;1385.0;2013-06-05;journals/procedia/Kanzaki11;J. Kanzaki;;;Application of graphics processing unit (GPU) to software in elementary particle/high energy physics field.;869-877;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#Kanzaki11;http://dx.doi.org/10.1016/j.procs.2011.04.092;;;;;;;3624
1363;1386.0;2013-06-05;journals/procedia/LiebNBS12;Michael Lieb;Tobias Neckel;Hans-Joachim Bungartz;Towards a Navier Stokes-Darcy Upscaling Based on Permeability Tensor Computation.;717-726;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#LiebNBS12;http://dx.doi.org/10.1016/j.procs.2012.04.077;S. Sun;;;;;;3625
1365;1388.0;2013-06-05;journals/procedia/WienbrandtBBSS11;Lars Wienbrandt;Stefan Baumgart;Jost Bissel;Massively parallel FPGA-based implementation of BLASTp with the two-hit method.;1967-1976;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#WienbrandtBBSS11;http://dx.doi.org/10.1016/j.procs.2011.04.215;Florian Schatz;Manfred Schimmler;;;;;3624
1366;1389.0;2013-07-10;journals/procedia/Alghamdi12;Wael Alghamdi;;;Improving Driver's Behavior Using Context-Aware Systems.;1213-1216;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#Alghamdi12;http://dx.doi.org/10.1016/j.procs.2012.06.176;;;;;;;3625
1367;1390.0;2014-12-18;journals/procedia/ZhangLAT11;Jianwei Zhang 0008;Feixiong Liao;Theo A. Arentze;A multimodal transport network model for advanced traveler information systems.;912-919;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#ZhangLAT11;http://dx.doi.org/10.1016/j.procs.2011.07.127;Harry J. P. Timmermans;;;;;;3624
1368;1391.0;2013-06-05;journals/procedia/RaoS12;Vishwas Rao;Adrian Sandu;;An Adjoint Based Implementation of the Parareal Algorithm.;1021-1029;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#RaoS12;http://dx.doi.org/10.1016/j.procs.2012.04.110;;;;;;;3625
1369;1392.0;2013-06-05;journals/procedia/HamadaS11;Mohamed Hamada;Sayota Sato;;A Game-based Learning System for Theory of Computation Using Lego NXT Robot.;1944-1952;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#HamadaS11;http://dx.doi.org/10.1016/j.procs.2011.04.212;;;;;;;3624
1370;1393.0;2013-06-05;journals/procedia/ZhangG12;Hong Zhang;Jose Garcia;;GPU Acceleration of a Cloud Resolving Model using CUDA.;1030-1038;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#ZhangG12;http://dx.doi.org/10.1016/j.procs.2012.04.111;;;;;;;3625
1371;1394.0;2013-06-05;journals/procedia/GaoLWLO12;Yang Gao;Ying Liu;Cheng Wang;Design and Evaluation of a High Performance Distributed Expert System (HPDES) for Aerospace Ground Verification System.;1380-1389;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#GaoLWLO12;http://dx.doi.org/10.1016/j.procs.2012.04.152;Xiaojun Li;Guoyu Ou;;;;;3625
1372;1395.0;2013-11-28;journals/procedia/Ituarte-VillarrealE11;Carlos M. Ituarte-Villarreal;Jose F. Espiritu;;Optimization of wind turbine placement using a viral based optimization algorithm.;469-474;2011.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2011;db/journals/procedia/procedia6.html#Ituarte-VillarrealE11;http://dx.doi.org/10.1016/j.procs.2011.08.087;;;;;;;3624
1373;1396.0;2013-08-27;journals/procedia/OssmannTNPVWMD12;Roland Ossmann;David Thaller;Gerhard Nussbaum;AsTeRICS, a Flexible Assistive Technology Construction Set.;1-9;2012.0;DSAI;1613.0;conf/dsai/2012;db/journals/procedia/procedia14.html#OssmannTNPVWMD12;http://dx.doi.org/10.1016/j.procs.2012.10.001;Franz Pühretmair;Christoph Veigl;Christoph Weiß;;Blanca Morales;Unai Díaz-Orueta;3625
1374;1397.0;2013-07-10;journals/procedia/AraujoPKB12;Gustavo Medeiros de Araújo;A. R. Pinto;Jörg Kaiser;An Evolutionary Approach to Improve Connectivity Prediction in Mobile Wireless Sensor Networks.;1100-1105;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#AraujoPKB12;http://dx.doi.org/10.1016/j.procs.2012.06.156;Leandro Buss Becker;;;;;;3625
1375;1398.0;2013-07-10;journals/procedia/SafarSFM11;Maytham Safar;Ibrahim Sorkhoh;Hisham Farahat;On Maximizing the Entropy of Complex Networks.;480-488;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#SafarSFM11;http://dx.doi.org/10.1016/j.procs.2011.07.062;Khaled Mahdi;;;;;;3624
1376;1399.0;2013-06-05;journals/procedia/GeorgescuK11;Irina Georgescu;Jani Kinnunen;;Possibilistic risk aversion with many parameters.;1735-1744;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#GeorgescuK11;http://dx.doi.org/10.1016/j.procs.2011.04.188;;;;;;;3624
1377;1400.0;2013-06-17;journals/procedia/Khalid13;Adeel Khalid;;;Systems Engineering Graduate Research as Part of Curriculum - Summary of Research.;967-975;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#Khalid13;http://dx.doi.org/10.1016/j.procs.2013.01.101;;;;;;;3626
1378;1401.0;2013-06-05;journals/procedia/LimTA12;Yu Hua Lim;Jefferson Tan;David Abramson;Solving Optimization Problems in Nimrod/OK using a Genetic Algorithm.;1647-1656;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#LimTA12;http://dx.doi.org/10.1016/j.procs.2012.04.182;;;;;;;3625
1379;1402.0;2013-07-10;journals/procedia/KasakiKK12;Nagato Kasaki;Shuichi Kurabayashi;Yasushi Kiyoki;A Geo-Location Context-Aware Mobile Learning System with Adaptive Correlation Computing Methods.;593-600;2012.0;ANT/MobiWIS;1613.0;conf/ant/2012;db/journals/procedia/procedia10.html#KasakiKK12;http://dx.doi.org/10.1016/j.procs.2012.06.076;;;;;;;3625
1380;1403.0;2013-06-17;journals/procedia/AcharyaAG12;Shikhar P. Acharya;Ritesh Arora;Ivan G. Guardiola;System for Detection of Malicious Wireless Device Patterns.;345-350;2012.0;CSER;1613.0;conf/cser/2012;db/journals/procedia/procedia8.html#AcharyaAG12;http://dx.doi.org/10.1016/j.procs.2012.01.071;;;;;;;3625
1381;1404.0;2013-06-17;journals/procedia/LeporeCFCM13;Debra Facktor Lepore;John M. Colombi;Jennifer Ford;Observations on Expedited Systems Engineering Practices in Military Rapid Development Projects.;502-511;2013.0;CSER;1613.0;conf/cser/2013;db/journals/procedia/procedia16.html#LeporeCFCM13;http://dx.doi.org/10.1016/j.procs.2013.01.053;Ryan Colburn;Yosef Morris;;;;;3626
1382;1405.0;2013-07-10;journals/procedia/GregoireH11;Jean-Charles Grégoire;Angèle M. Hamel;;ALPINe: Another Location Privacy Information Network.;601-609;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#GregoireH11;http://dx.doi.org/10.1016/j.procs.2011.07.078;;;;;;;3624
1384;1407.0;2013-06-05;journals/procedia/ArchibaldCZ12;Rick Archibald;M. Chakoumakos;T. Zhuang;Characterizing the elements of Earth's radiative budget: Applying uncertainty quantification to the CESM.;1014-1020;2012.0;ICCS;1613.0;conf/iccS/2012;db/journals/procedia/procedia9.html#ArchibaldCZ12;http://dx.doi.org/10.1016/j.procs.2012.04.109;;;;;;;3625
1385;1408.0;2013-07-10;journals/procedia/dAlessandroT11;Cristina d'Alessandro;Pier Carlo Trucco;;Business potential and market opportunities of intelligent LBSs for personal mobility - A European case study.;906-911;2011.0;ANT/MobiWIS;1613.0;conf/ant/2011;db/journals/procedia/procedia5.html#dAlessandroT11;http://dx.doi.org/10.1016/j.procs.2011.07.126;;;;;;;3624
1386;1409.0;2013-06-05;journals/procedia/JaffereMR11;J. Jaffére;M. Mnejja;J. E. Roberts;A discrete fracture model for two-phase flow with matrix-fracture interaction.;967-973;2011.0;ICCS;1613.0;conf/iccS/2011;db/journals/procedia/procedia4.html#JaffereMR11;http://dx.doi.org/10.1016/j.procs.2011.04.102;;;;;;;3624
1388;1411.0;2013-11-28;journals/procedia/YilmazVP12;Muhittin Yilmaz;Pratyush Valluri;Sasikanth Pagadrai;"""An Integer Programming Power Optimization in Storage Systems"".";326-331;2012.0;Complex Adaptive Systems;1613.0;conf/complexsystems/2012;db/journals/procedia/procedia12.html#YilmazVP12;http://dx.doi.org/10.1016/j.procs.2012.09.079;;;;;;;3625
